BARGAINTERMS_PRICE;PRICE_SQM;FLOORS_MAX;ROOMSCOUNT;TOTALAREA;LIVINGAREA;KITCHENAREA;REPAIRTYPE;COMBINEDWCSCOUNT;SEPARATEWCSCOUNT;BALCONIESCOUNT;LOGGIASCOUNT
7700000;163830;;2;47;;;требуется ремонт;;1;1;
7500000;170843;19;1;43,9;16,1;14,5;требуется ремонт;0;0;1;0
9650000;160833;;3;60;35;;косметический ремонт;;1;1;
3800000;183575;10;;20,7;12;5;требуется ремонт;1;;0;1
8500000;433673;26;;19,6;9,3;5,1;косметический ремонт;1;;;
11800000;120163;23;3;98,2;48;10;требуется ремонт;;2;1;1
5700000;154054;18;1;37;15;12;косметический ремонт;1;;1;
5700000;154054;18;1;37;15;12;косметический ремонт;1;;1;
13300000;225424;22;2;59;30;15;требуется ремонт;;1;;
7800000;148571;;2;52,5;;;;;;;
7000000;140000;18;2;50;;9;евроремонт;1;0;0;1
4300000;204762;10;;21;;;дизайнерский ремонт;1;0;0;0
6500000;161692;26;1;40,2;16,3;13,8;евроремонт;1;;;1
9300000;339483;26;;27,1;11,3;6,9;евроремонт;1;;;
10890000;244719;26;1;44,5;12,2;22,3;;;;0;0
4250000;141667;4;1;30;12,6;9;евроремонт;1;;;
4300000;157509;18;1;27,3;17,2;;косметический ремонт;1;;1;
4900000;248731;;;19,7;;;косметический ремонт;0;0;0;0
4100000;154717;18;1;26,5;16,5;3;косметический ремонт;1;0;0;1
7250000;172209;26;1;42,1;16;17;;0;1;0;0
9850000;189423;;2;52;30,4;8,6;евроремонт;;1;;1
7500000;117188;;3;64;44;7;;1;0;0;1
6200000;137778;18;2;45;30;;евроремонт;1;;;1
7200000;120603;26;2;59,7;30;15;;;1;;
9300000;135174;;2;68,8;42;18;;;;;
6800000;123636;;2;55;;13;косметический ремонт;0;1;1;0
6200000;153846;17;1;40,3;20;12;евроремонт;1;;;1
8500000;153986;;2;55,2;30,6;9;евроремонт;0;1;0;0
7300000;178922;19;1;40,8;18,8;8,5;евроремонт;1;0;1;0
6050000;180060;26;1;33,6;11,5;10,7;;1;;;
7490000;164254;17;1;45,6;22;12;евроремонт;1;;;1
6150000;153750;16;1;40;15,9;14,6;евроремонт;0;0;0;0
3990000;79800;;2;50;25;15;дизайнерский ремонт;1;;;
14500000;154749;18;3;93,7;42;22,5;евроремонт;2;0;0;0
8990000;221429;;1;40,6;21;10;;;1;;
6200000;153846;17;1;40,3;20;12;;1;;;1
9700000;217489;26;1;44,6;12,2;22,3;;1;;;
3950000;111898;;1;35,3;;8,2;требуется ремонт;1;0;1;0
5000000;149254;10;1;33,5;;8;требуется ремонт;0;1;1;0
15200000;199737;26;3;76,1;52,6;;евроремонт;;2;;
4850000;151563;17;1;32;15;9;косметический ремонт;1;;;1
15800000;190361;26;3;83;42,8;14;косметический ремонт;2;;;
5400000;150000;18;1;36;13;14;косметический ремонт;1;;1;
10500000;214286;;2;49;;;евроремонт;0;1;0;1
5350000;148611;18;1;36;14;9,7;евроремонт;1;0;0;1
9000000;128940;;2;69,8;30,8;22,5;косметический ремонт;1;2;0;0
8300000;136066;18;3;61;41,4;13,1;евроремонт;;2;1;
15000000;218978;26;2;68,5;31,3;21,3;евроремонт;2;;;
12000000;194489;8;3;61,7;38,9;10,1;требуется ремонт;0;0;0;1
5100000;145714;10;1;35;16;10;требуется ремонт;1;;;1
25000000;192308;;3;130;;;евроремонт;;2;;2
3800000;158333;10;;24;;;требуется ремонт;1;0;0;1
6890000;163270;26;1;42,2;15,3;16;;;1;0;0
9100000;162210;26;2;56,1;28;22;косметический ремонт;2;;;
5750000;162890;;1;35,3;19;8;требуется ремонт;1;;;
7100000;161731;19;1;43,9;16,1;14,5;требуется ремонт;;1;0;0
3250000;175676;10;;18,5;;;требуется ремонт;1;;;
10500000;119048;16;3;88,2;48;10;требуется ремонт;2;;;2
13300000;225424;22;2;59;30;15;требуется ремонт;;1;0;0
4600000;255556;6;;18;13;5;требуется ремонт;1;;;
5500000;124434;19;1;44,2;15;12;требуется ремонт;1;0;0;2
11500000;278450;26;1;41,3;10,9;21,2;евроремонт;1;;;
10999999;151934;26;3;72,4;42;12;косметический ремонт;2;0;0;0
7300000;179361;19;1;40,7;18;8,6;евроремонт;1;0;1;0
7200000;130909;;2;55;33;12,4;косметический ремонт;0;0;1;0
12000000;209059;;3;57,4;38,5;5,9;евроремонт;;1;1;
5650000;152703;18;1;37;14,8;13,1;косметический ремонт;0;0;1;0
6650000;125472;16;1;53;25;12;требуется ремонт;0;1;0;1
7750000;125000;;3;62;34;14;косметический ремонт;1;;;
5500000;143603;17;1;38,3;15;11;косметический ремонт;1;;;1
11150000;185833;;3;60;43;6;;;;;
3999000;124969;;1;32;18;6;косметический ремонт;1;;1;
3950000;98602;17;1;40,06;;;требуется ремонт;0;0;0;0
6599000;117420;6;;56,2;46;6;требуется ремонт;1;;0;0
6100000;132321;16;1;46,1;30;9;;;;1;
5000000;250000;26;;20;9,4;5;косметический ремонт;1;;;
6399999;161616;;2;39,6;18;16;косметический ремонт;1;0;1;0
7000000;136187;;2;51,4;27,6;7,5;евроремонт;1;;;1
3800000;142322;18;;26,7;17,5;;косметический ремонт;1;0;0;0
5000000;142857;10;1;35;22;8;требуется ремонт;1;;;1
3700000;125850;4;1;29,4;18;8,1;требуется ремонт;1;;2;
5850000;142683;17;1;41;20;10;косметический ремонт;1;0;0;1
10300000;288515;26;1;35,7;20,2;5,5;евроремонт;;;;
8800000;133942;;2;65,7;30,7;15,8;евроремонт;;1;1;1
3900000;205263;;;19;;;евроремонт;;;;
4000000;118343;;1;33,8;19,8;6;косметический ремонт;1;0;1;0
12000000;290557;26;2;41,3;10,9;21,2;евроремонт;1;;;
14330000;247069;;3;58;38,7;6,5;косметический ремонт;;1;1;
9500000;141791;19;2;67;36;16;требуется ремонт;;1;1;
8300000;225543;30;1;36,8;13,2;14,9;евроремонт;;;1;
7500000;155925;18;2;48,1;26,5;9;косметический ремонт;1;;1;
10000000;151515;19;2;66;39,5;12,4;;1;;;
7700000;128333;4;2;60;;;;;;;
11500000;140244;;3;82;;;требуется ремонт;0;0;1;0
9500000;141791;19;2;67;;16,1;требуется ремонт;0;1;1;0
4100000;154717;18;;26,5;11,5;6;косметический ремонт;1;;1;
8300000;333333;26;;24,9;12;6;косметический ремонт;;;;
8800000;133942;;2;65,7;30,7;15,8;евроремонт;;1;1;1
5400000;110974;4;1;48,66;;21,1;;1;0;0;0
5400000;120536;;1;44,8;16,6;12,3;требуется ремонт;;1;;1
5600000;155556;17;1;36;12;14;косметический ремонт;1;;1;
14700000;267273;26;3;55;31,8;20;дизайнерский ремонт;2;;0;0
11600000;165714;;3;70;47;10;евроремонт;;1;;2
9498000;141761;19;2;67;36;16;требуется ремонт;;1;1;
8300000;184444;;2;45;;6;косметический ремонт;;1;;
3950000;190821;10;;20,7;14;;требуется ремонт;1;;;
6150000;161842;19;1;38;16;9;косметический ремонт;1;;;1
6889000;163246;26;1;42,2;15,3;16;косметический ремонт;;1;;
10599999;207843;30;2;51;22;16;евроремонт;;1;1;
9000000;129125;;2;69,7;33;15,8;евроремонт;;1;1;1
7100000;161731;19;;43,9;16,1;14,5;требуется ремонт;1;;;1
9500000;266106;26;2;35,7;23,2;3,9;косметический ремонт;1;0;0;0
15000000;216138;;2;69,4;44,5;10;косметический ремонт;0;1;1;1
11500000;294872;33;2;39;26;10;евроремонт;1;;;
6400000;139434;8;2;45,9;26,2;8,5;;;1;0;0
4850000;143917;10;;33,7;14,6;8,1;косметический ремонт;1;;;1
14670000;249066;;3;58,9;38,5;6,4;косметический ремонт;1;;1;
8800000;133942;;2;65,7;;15,8;евроремонт;0;1;1;0
6300000;175000;18;2;36;23;5;косметический ремонт;;;;1
6500000;326633;26;;19,9;;;косметический ремонт;1;0;0;0
12850000;245416;26;2;52,36;19,9;19,3;косметический ремонт;;2;;
11900000;226236;;2;52,6;31;8,8;косметический ремонт;0;1;1;0
7200000;164009;19;1;43,9;16,1;14,5;;;;;
7000000;167866;19;1;41,7;;;требуется ремонт;1;;1;
5150000;152367;10;1;33,8;16;9;требуется ремонт;1;;;
11800000;304910;26;1;38,7;;;евроремонт;0;0;0;1
10990000;129294;;3;85;;;;;;;
5490000;163393;18;1;33,6;15;9,5;косметический ремонт;1;0;0;1
6700000;186111;18;1;36;16;12;евроремонт;1;;;1
4750000;143072;;2;33,2;10,6;16;косметический ремонт;1;;;
5000000;151976;;1;32,9;19,4;8;требуется ремонт;;;1;
7800000;130000;22;2;60;30;15;требуется ремонт;;1;;1
6200000;145882;8;2;42,5;26;6;требуется ремонт;;1;;1
6370000;189583;;1;33,6;;10,7;требуется ремонт;0;1;1;0
2450000;140000;;1;17,5;;;косметический ремонт;1;;;
5500000;169753;8;1;32,4;15,1;8,1;требуется ремонт;;1;1;1
123123;1001;26;1;123;;;косметический ремонт;;;;
7000000;166667;26;1;42;15,3;16,1;косметический ремонт;2;;;
9400000;185771;;2;50,6;28,3;10,8;косметический ремонт;0;1;0;1
13500000;321429;;2;42;;20;требуется ремонт;0;1;1;0
5200000;152941;10;1;34;14,5;10;требуется ремонт;0;1;1;0
5800000;172619;26;1;33,6;11,5;10,7;евроремонт;1;0;0;0
10500000;174419;8;3;60,2;;10,2;требуется ремонт;0;1;1;0
4300000;119444;;1;36;;9,7;косметический ремонт;0;1;1;0
15800000;265993;;2;59,4;;15,1;требуется ремонт;0;2;0;0
4000000;109290;;1;36,6;15;10;косметический ремонт;1;0;1;0
13837000;210930;26;2;65,6;;11,3;косметический ремонт;0;1;1;0
10600000;297753;26;1;35,6;;15;евроремонт;0;1;1;0
5850000;140964;14;1;41,5;;28;требуется ремонт;0;1;1;0
8600000;200935;18;1;42,8;;11,8;требуется ремонт;0;1;1;0
8500000;197674;19;2;43;28;;дизайнерский ремонт;0;0;0;0
4555000;158586;8;;29;12;5;требуется ремонт;;1;1;1
4300000;107339;;1;40,06;11,5;8,1;требуется ремонт;1;0;0;0
1988000;140000;;1;14,2;;;косметический ремонт;1;;;
4900000;84483;7;2;58;31;11;косметический ремонт;;1;;1
9300000;155518;26;2;59,8;;18;евроремонт;0;1;1;0
8800000;133942;;2;65,7;30,7;15,8;евроремонт;0;1;1;1
9500000;141791;19;2;67;36;16;требуется ремонт;;1;1;0
7700000;157143;18;2;49;27;9;косметический ремонт;1;0;0;1
7400000;135036;18;2;54,8;;;косметический ремонт;0;0;0;0
23900000;237339;;3;100,7;68,1;;дизайнерский ремонт;;;;1
3600000;138462;17;;26;;;косметический ремонт;1;;1;
8000000;145455;18;2;55;30;14;;;;;
7900000;127419;;2;62;28,6;17,9;требуется ремонт;1;;0;0
9500000;142643;19;2;66,6;35,6;16;требуется ремонт;0;1;1;0
7200000;285714;26;1;25,2;;6,5;косметический ремонт;1;0;0;0
7800000;189781;26;1;41,1;16;12;евроремонт;1;;;1
11150000;204963;;2;54,4;27;9;дизайнерский ремонт;;1;;1
31050000;189329;;4;164;94;16;евроремонт;;2;1;1
9650000;172321;;2;56;37;8,6;требуется ремонт;;1;;1
9850000;189423;;2;52;30;8,5;косметический ремонт;;1;;
13150000;166456;;2;79;51;12;евроремонт;;1;;1
6750000;183424;;1;36,8;19;9,6;дизайнерский ремонт;1;;;
4900000;158065;8;1;31;14,1;8;;;1;1;
6800000;147826;8;2;46;28;9;требуется ремонт;;1;;1
12000000;166667;19;3;72;46;12;;;;;
4250000;153704;18;;27;;3;косметический ремонт;0;1;1;0
5450000;150970;18;1;36,1;12;14,6;косметический ремонт;1;0;1;0
8600000;268750;32;1;32;16,5;8,5;требуется ремонт;;;;
5100000;277174;6;1;18,4;;;требуется ремонт;1;0;0;0
4200000;168000;18;;25;17;6;евроремонт;1;0;0;1
7700000;103079;;3;74,7;48,4;10;требуется ремонт;;1;;1
8600000;153571;8;3;56;30;22;требуется ремонт;;2;1;
6250000;160256;;1;39;20,6;8,5;косметический ремонт;0;0;0;0
7450000;209859;26;1;35,5;10,1;17;евроремонт;0;0;0;0
16490000;274833;;2;60;30;16;;1;;1;1
7100000;177945;19;1;39,9;17;13;требуется ремонт;1;0;1;0
19700000;179091;;4;110;75;12;косметический ремонт;1;1;1;1
6700000;134000;8;2;50;26,8;8;требуется ремонт;;1;;1
8800000;119565;18;3;73,6;45;11,5;косметический ремонт;;1;;1
9750000;147727;19;2;66;;17;;0;1;1;0
3900000;93750;;2;41,6;20;6;косметический ремонт;0;1;0;0
11300000;114837;16;3;98,4;61,6;13,5;требуется ремонт;;;;1
9500000;141791;19;2;67;36;16;требуется ремонт;;1;1;
2500000;131579;;;19;;;требуется ремонт;0;0;0;0
6800000;147826;8;2;46;28;9;требуется ремонт;;1;;1
9650000;160833;18;2;60;23;21;косметический ремонт;1;1;;
6800000;140206;;1;48,5;20;11;требуется ремонт;;1;;1
4290000;161887;18;;26,5;15;;косметический ремонт;1;0;0;1
10100000;143670;;3;70,3;;10;евроремонт;;1;;1
5600000;155556;18;1;36;14,2;9,8;евроремонт;1;;;1
10000000;208333;;1;48;33;12;косметический ремонт;;1;1;
9800000;239024;;1;41;13,2;18,8;косметический ремонт;1;;;
5145000;116932;;2;44;28,5;6,7;евроремонт;0;1;1;0
6000000;160000;10;1;37,5;17;10;требуется ремонт;0;0;1;0
11500000;138721;14;3;82,9;;;требуется ремонт;0;0;0;0
6400000;193939;8;2;33;15;9;дизайнерский ремонт;;1;1;
5900000;168571;;1;35;15;9;требуется ремонт;;;1;
9699000;251922;;1;38,5;;12,5;дизайнерский ремонт;1;;1;0
9300000;139430;;2;66,7;27,5;17,6;требуется ремонт;0;2;0;1
6650000;184722;;1;36;;10;требуется ремонт;;;;1
6650000;123148;;2;54;30,4;10;евроремонт;0;1;0;1
6400000;172973;;1;37;17;10;косметический ремонт;1;;;1
10200000;148905;19;3;68,5;49,5;12,4;;1;1;;
9499999;263889;26;1;36;;12;дизайнерский ремонт;1;;0;0
3650000;202778;;;18;;;косметический ремонт;1;0;0;0
8400000;311111;26;;27;;;косметический ремонт;1;0;0;0
14499999;270522;26;2;53,6;;20;дизайнерский ремонт;1;2;0;0
7200000;121827;26;2;59,1;27;13;требуется ремонт;1;0;1;0
9900000;146667;19;2;67,5;31,8;15;требуется ремонт;;1;1;
5899000;135922;19;1;43,4;18;8,5;евроремонт;1;0;2;0
5400000;150000;17;1;36;14,8;9,7;косметический ремонт;1;;1;
5700000;158333;18;1;36;;;евроремонт;0;0;0;1
6490000;154524;19;1;42;15,5;17;евроремонт;1;;;1
9700000;236585;26;1;41;13;18;косметический ремонт;;;;
4250000;160438;18;;26,49;17,5;7;;1;;1;0
8300000;212821;;1;39;21;9;;;1;0;2
6200000;172222;10;1;36;16;9;косметический ремонт;1;0;1;0
4200000;172840;;;24,3;12,8;6;евроремонт;1;0;0;0
6300000;242308;;;26;19;7;косметический ремонт;1;;;
7100000;330233;26;1;21,5;10,5;5,6;косметический ремонт;1;0;0;0
7300000;182500;19;1;40;18;8;;;;;
3999000;148111;;;27;16;6;требуется ремонт;1;0;0;1
9499000;141776;19;2;67;35;16;;1;1;1;
15650000;190098;30;3;81,8;42,1;20,8;косметический ремонт;2;;;1
4750000;172727;;1;27,5;18;7;требуется ремонт;;;1;
9600000;246154;26;1;39;18;;косметический ремонт;1;;;
11200000;266667;26;1;42;16;;косметический ремонт;;1;;
5550000;148794;17;1;37,3;14,5;9,6;евроремонт;1;;1;
8600000;213400;;2;40,3;26,6;5,5;косметический ремонт;;1;1;0
5850000;134483;;2;43,5;30,5;7;косметический ремонт;0;1;1;0
6800000;106250;;3;64;37,2;7,4;;;;;
9000000;150000;;3;60;39;11;косметический ремонт;;1;;1
9550000;242386;26;2;39,4;23;10;косметический ремонт;1;0;0;0
12850000;236648;26;2;54,3;;21;косметический ремонт;2;;0;0
6300000;151807;19;1;41,5;16,8;12;требуется ремонт;1;;1;
8500000;126866;19;2;67;;16,1;требуется ремонт;;1;1;
10200000;287324;26;1;35,5;10;18;косметический ремонт;1;0;0;0
17000000;160377;23;3;106;;;требуется ремонт;0;2;2;1
7400000;124789;26;2;59,3;30,5;15,3;требуется ремонт;0;1;0;1
15200000;143667;23;3;105,8;68,5;12,7;требуется ремонт;2;;;2
7500000;159574;13;1;47;20;12;евроремонт;0;1;1;0
6250000;145349;18;2;43;;20;косметический ремонт;1;0;1;0
7350000;186548;;1;39,4;21;8,6;косметический ремонт;;1;1;1
8200000;329317;26;;24,9;;6;евроремонт;0;1;1;0
5100000;154545;18;1;33;10;11;косметический ремонт;1;;1;
4600000;176923;;;26;10;10;;;;;
6700000;167500;14;2;40;20,7;6;требуется ремонт;1;0;0;1
5900000;176119;10;1;33,5;16;9;евроремонт;1;;;1
6800000;264591;30;;25,7;11;5;евроремонт;1;;;
5500000;201786;26;;28;14,5;5;косметический ремонт;1;;;1
6400000;347826;6;;18,4;12;4;евроремонт;1;0;0;0
9190000;137369;19;2;66,9;35,7;16,1;требуется ремонт;;1;;
